,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,The assembly of a GTPase kinase signalling complex by a bacterial catalytic scaffold,469,7328,2010-12-19,8,1,0,0
0,Telomerase reactivation reverses tissue degeneration in aged telomerase deficient mice,469,7328,2010-11-28,9,6,28,0
0,Formation  regulation and evolution of Caenorhabditis elegans 3 prime UTRs,469,7328,2010-11-17,9,1,0,0
0,Rapid evolutionary innovation during an Archaean genetic expansion,469,7328,2010-12-19,8,3,5,0
0,Experimental niche evolution alters the strength of the diversity productivity relationship,469,7328,2010-12-05,7,9,0,0
0,Competition and phylogeny determine community structure in Mullerian co mimics,469,7328,2011-01-05,8,4,23,0
0,Geochemical evidence for widespread euxinia in the Later Cambrian ocean,469,7328,2011-01-05,6,9,0,0
0,Vernier templating and synthesis of a 12 porphyrin nano ring,469,7328,2011-01-05,9,3,1,0
0,Sensing the anomeric effect in a solvent free environment,469,7328,2011-01-05,7,8,0,0
0,Evidence for a spin aligned neutron proton paired phase from the level structure of 92Pd,469,7328,2010-12-22,8,3,11,0
0,A high C O ratio and weak thermal inversion in the atmosphere of exoplanet WASP 12b,469,7328,2010-12-08,8,4,1,0
0,Transcriptional activation of polycomb repressed genes by ZRF1,468,7327,2010-12-22,9,1,1,0
0,Suppression of inflammation by a synthetic histone mimic,468,7327,2010-11-10,9,9,3,0
0,S glutathionylation uncouples eNOS and regulates its cellular and vascular function,468,7327,2010-12-22,6,2,1,0
0,Planar polarized actomyosin contractile flows control epithelial junction remodelling,468,7327,2010-11-10,9,1,0,0
0,The histone variant macroH2A suppresses melanoma progression through regulation of CDK8,468,7327,2010-12-22,4,2,0,0
0,mTORC1 controls fasting induced ketogenesis and its modulation by ageing,468,7327,2010-12-22,9,3,3,0
0,Subtypes of medulloblastoma have distinct developmental origins,468,7327,2010-12-08,9,5,0,0
0,Mantle superplasticity and its self made demise,468,7327,2010-12-22,8,0,0,0
0,Atom by atom spectroscopy at graphene edge,468,7327,2010-12-15,2,3,0,0
0,Spin orbit qubit in a semiconductor nanowire,468,7327,2010-12-22,8,7,0,0
0,Images of a fourth planet orbiting HR 8799,468,7327,2010-12-08,9,4,0,0
0,Single molecule imaging reveals mechanisms of protein disruption by a DNA translocase,468,7326,2010-11-24,7,6,0,0
0,Crystal structure of bacterial RNA polymerase bound with a transcription inhibitor protein,468,7326,2010-12-01,8,2,2,0
0,Melanomas acquire resistance to B RAF V600E  inhibition by RTK or N RAS upregulation,468,7326,2010-11-24,9,1,0,0
0,COT drives resistance to RAF inhibition through MAP kinase pathway reactivation,468,7326,2010-11-24,8,7,1,0
0,Noise correlations improve response fidelity and stimulus encoding,468,7326,2010-12-05,4,7,0,0
0,Intercalation of a new tier of transcription regulation into an ancient circuit,468,7326,2010-12-15,9,2,0,0
0,Greenhouse gas mitigation can reduce sea ice loss and increase polar bear persistence,468,7326,2010-12-15,7,6,5,0
0,Tidal dissipation and the strength of the Earth  s internal magnetic field,468,7326,2010-12-15,9,9,0,0
0,Pleats in crystals on curved surfaces,468,7326,2010-12-15,8,0,0,0
0,Origin of Saturn  s rings and inner moons by mass removal from a lost Titan sized satellite,468,7326,2010-12-12,7,6,0,0
0,A substantial population of low mass stars in luminous elliptical galaxies,468,7326,2010-12-01,7,5,0,0
0,Impaired hydroxylation of 5 methylcytosine in myeloid cancers with mutant TET2,468,7325,2010-11-07,7,1,0,0
0,Calcium dependent phospholipid scrambling by TMEM16F,468,7325,2010-11-24,8,1,1,0
0,Glioblastoma stem like cells give rise to tumour endothelium,468,7325,2010-11-21,8,9,1,0
0,Tumour vascularization via endothelial differentiation of glioblastoma stem like cells,468,7325,2010-11-21,8,2,1,0
0,Interdependence of behavioural variability and response to small stimuli in bacteria,468,7325,2010-11-14,7,0,0,0
0,A phylogenetically based transcriptome age index mirrors ontogenetic divergence patterns,468,7325,2010-12-08,9,3,8,0
0,Gene expression divergence recapitulates the developmental hourglass model,468,7325,2010-12-08,9,5,1,0
0,Outer core compositional stratification from observed core wave speed profiles,468,7325,2010-12-08,7,7,0,0
0,Ice sheet acceleration driven by melt supply variability,468,7325,2010-12-08,5,2,9,0
0,Snapshots of cooperative atomic motions in the optical suppression of charge density waves,468,7325,2010-11-24,9,0,0,0
0,A lower limit of  Dgr z thinsp   thinsp 0 06 for the duration of the reionization epoch,468,7325,2010-12-08,8,4,3,0
0,Head swivel on the ribosome facilitates translocation by means of intra subunit tRNA hybrid sites,468,7324,2010-12-01,8,0,0,0
0,Glycoprotein organization of Chikungunya virus particles revealed by X ray crystallography,468,7324,2010-12-01,4,4,0,0
0,Structural changes of envelope proteins during alphavirus fusion,468,7324,2010-12-01,7,1,0,0
0,Lkb1 regulates quiescence and metabolic homeostasis of haematopoietic stem cells,468,7324,2010-12-01,8,0,0,0
0,Oxidant stress evoked by pacemaking in dopaminergic neurons is attenuated by DJ 1,468,7324,2010-11-10,9,4,0,0
0,Acid sensing by the Drosophila olfactory system,468,7324,2010-11-17,5,0,0,0
0,A dimorphic pheromone circuit in Drosophila from sensory input to descending output,468,7324,2010-12-01,9,4,1,0
0,The redox state of arc mantle using Zn Fe systematics,468,7324,2010-12-01,8,0,0,0
0,Fluctuating stripes at the onset of the pseudogap in the high Tc superconductor Bi2Sr2CaCu2O8 x,468,7324,2010-12-01,9,0,0,0
0,Trapped antihydrogen,468,7324,2010-11-17,6,5,3,0
0,A ground based transmission spectrum of the super Earth exoplanet GJ 1214b,468,7324,2010-12-01,7,6,1,0
0,Nanoscale architecture of integrin based cell adhesions,468,7323,2010-11-24,9,2,1,0
0,Tension directly stabilizes reconstituted kinetochore microtubule attachments,468,7323,2010-11-24,6,7,0,0
0,Stage specific sensitivity to p53 restoration during lung cancer progression,468,7323,2010-11-24,8,2,0,0
0,Selective activation of p53 mediated tumour suppression in high grade tumours,468,7323,2010-11-24,9,4,0,0
0,Pericytes are required for blood brain barrier integrity during embryogenesis,468,7323,2010-10-13,8,3,1,0
0,Pericytes regulate the blood brain barrier,468,7323,2010-10-13,7,3,1,0
0,Bottom up effects of plant diversity on multitrophic interactions in a biodiversity experiment,468,7323,2010-10-27,7,4,3,0
0,Growth of graphene from solid carbon sources,468,7323,2010-11-10,7,2,1,0
0,Bose Einstein condensation of photons in an optical microcavity,468,7323,2010-11-24,7,6,7,0
0,The dynamical mass of a classical Cepheid variable star in an eclipsing binary system,468,7323,2010-11-24,5,2,0,0
0,A geometric measure of dark energy with pairs of galaxies,468,7323,2010-11-24,3,6,0,0
0,The mechanism of retroviral integration from X ray structures of its key intermediates,468,7321,2010-11-10,9,6,0,0
0,Aneuploidy confers quantitative proteome changes and phenotypic variation in budding yeast,468,7321,2010-10-20,4,2,1,0
0,A genome wide RNAi screen reveals determinants of human embryonic stem cell identity,468,7321,2010-10-17,8,7,1,0
0,Inductive angiocrine signals from sinusoidal endothelium are required for liver regeneration,468,7321,2010-11-10,6,1,0,0
0,Reducing excessive GABA mediated tonic inhibition promotes functional recovery after stroke,468,7321,2010-11-03,8,1,1,0
0,ON and OFF pathways in Drosophila motion vision,468,7321,2010-11-10,7,0,0,0
0,Sequential faulting explains the asymmetry and extension discrepancy of conjugate margins,468,7321,2010-11-03,7,0,0,0
0,Early oxygenation of the terrestrial environment during the Mesoproterozoic,468,7321,2010-11-10,3,3,0,0
0,Ultrathin compound semiconductor on insulator layers for high performance nanoscale transistors,468,7321,2010-11-10,7,1,0,0
0,Hidden magnetic excitation in the pseudogap phase of a high Tc superconductor,468,7321,2010-11-10,7,0,0,0
0,Integrating carbon halogen bond formation into medicinal plant metabolism,468,7322,2010-11-03,8,1,0,0
0,Molecular coupling of Tsix regulation and pluripotency,468,7322,2010-11-17,9,3,0,0
0,2 prime  O methylation of the viral mRNA cap evades host restriction by IFIT family members,468,7322,2010-11-17,6,1,0,0
0,The structural basis for membrane binding and pore formation by lymphocyte perforin,468,7322,2010-10-31,9,9,0,0
0,L1 retrotransposition in neurons is modulated by MeCP2,468,7322,2010-11-17,7,6,0,0
0,A widespread family of polymorphic contact dependent toxin delivery systems in bacteria,468,7322,2010-11-17,9,1,1,0
0,Climate driven population divergence in sex determining systems,468,7322,2010-10-27,5,9,1,0
0,The trophic fingerprint of marine fisheries,468,7322,2010-11-17,8,9,13,0
0,Intrusion triggering of the 2010 Eyjafjallajokull explosive eruption,468,7322,2010-11-17,9,9,0,0
0,Free standing mesoporous silica films with tunable chiral nematic structures,468,7322,2010-11-17,8,1,1,0
0,Quantum tunnelling of the magnetization in a monolayer of oriented single molecule magnets,468,7322,2010-10-27,8,0,0,0
0,A redox switch in angiotensinogen modulates angiotensin release,468,7320,2010-10-06,9,2,0,0
0,Osteoclast differentiation factor RANKL controls development of progestin driven mammary cancer,468,7320,2010-09-29,9,3,0,0
0,Entanglement of spin waves among four quantum memories,468,7322,2010-11-17,6,6,0,0
0,RANK ligand mediates progestin induced mammary epithelial proliferation and carcinogenesis,468,7320,2010-09-29,7,9,2,0
0,Antibodies to human serum amyloid P component eliminate visceral amyloid deposits,468,7320,2010-10-20,8,4,0,0
0,Higher rates of sex evolve in spatially heterogeneous environments,468,7320,2010-10-13,7,5,0,0
0,Reversed flow of Atlantic deep water during the Last Glacial Maximum,468,7320,2010-11-03,6,0,0,0
0,Holographic three dimensional telepresence using large area photorefractive polymer,468,7320,2010-11-03,8,5,3,0
0,Formation of the black hole binary M33 X 7 through mass exchange in a tight massive system,468,7320,2010-10-20,7,6,0,0
0,Structural basis for semaphorin signalling through the plexin receptor,467,7319,2010-09-29,5,1,0,0
0,Structural basis of semaphorin plexin signalling,467,7319,2010-09-26,9,1,0,0
0,Distant metastasis occurs late during the genetic evolution of pancreatic cancer,467,7319,2010-10-27,6,5,18,0
0,The patterns and dynamics of genomic instability in metastatic pancreatic cancer,467,7319,2010-10-27,7,1,5,0
0,On line  voluntary control of human temporal lobe neurons,467,7319,2010-10-27,6,8,5,0
0,Fine scale recombination rate differences between sexes  populations and individuals,467,7319,2010-10-27,4,0,0,0
0,Late middle Eocene epoch of Libya yields earliest known radiation of African anthropoids,467,7319,2010-10-27,7,4,0,0
0,Deformation of the lowermost mantle from seismic anisotropy,467,7319,2010-10-27,3,0,0,0
0,The evolution of the marine phosphate reservoir,467,7319,2010-10-27,9,7,0,0
0,Detecting excitation and magnetization of individual dopants in a semiconductor,467,7319,2010-10-27,6,3,0,0
0,A two solar mass neutron star measured using Shapiro delay,467,7319,2010-10-27,1,5,260,0
0,TAp63 suppresses metastasis through coordinate regulation of Dicer and miRNAs,467,7318,2010-10-20,5,1,0,0
0,Satellite phage TLC phgr  enables toxigenic conversion by CTX phage through dif site alteration,467440,73187081,2010-10-13,8,4,0,0
0,Maternal Rnf12 RLIM is required for imprinted X chromosome inactivation in mice,467,7318,2010-10-20,7,4,1,0
0,Oxidative stress induces angiogenesis by activating TLR2 with novel endogenous ligands,467,7318,2010-10-03,3,4,1,0
0,Generation of pathogenic TH17 cells in the absence of TGF  bgr  signalling,467,7318,2010-10-20,9,4,0,0
0,Chronic high fat diet in fathers programs  bgr  cell dysfunction in female rat offspring,467,7318,2010-10-20,9,4,6,0
0,Demographic compensation and tipping points in climate induced range shifts,467,7318,2010-10-20,2,2,1,0
0,Continental warming preceding the Palaeocene Eocene thermal maximum,467,7318,2010-10-20,6,0,0,0
0,Recent decline in the global land evapotranspiration trend due to limited moisture supply,467,7318,2010-10-10,9,9,2,0
0,Nonlinear electrophoresis of dielectric and metal spheres in a nematic liquid crystal,467,7318,2010-10-20,8,2,0,0
0,Scattering by chorus waves as the dominant cause of diffuse auroral precipitation,467,7318,2010-10-20,9,7,0,0
0,Spectroscopic confirmation of a galaxy at redshift z   8 6,467,7318,2010-10-20,9,4,1,0
0,Pannexin 1 channels mediate   find me   signal release and membrane permeability during apoptosis,467,7317,2010-10-13,8,1,0,0
0,Non muscle myosin IIA is a functional entry receptor for herpes simplex virus 1,467,7317,2010-10-13,5,1,0,0
0,Anthrax toxins cooperatively inhibit endocytic recycling by the Rab11 Sec15 exocyst,467,7317,2010-10-13,6,2,0,0
0,ETV1 is a lineage survival factor that cooperates with KIT in gastrointestinal stromal tumours,467,7317,2010-10-03,8,1,0,0
0,The structural basis for autonomous dimerization of the pre T cell antigen receptor,467,7317,2010-10-13,9,2,1,0
0,xnd 1 regulates the global recombination landscape in Caenorhabditis elegans,467,7317,2010-10-13,7,0,0,0
0,Hundreds of variants clustered in genomic loci and biological pathways affect human height,467,7317,2010-09-29,9,9,8,0
0,Seismic evidence of negligible water carried below 400 km depth in subducting lithosphere,467,7317,2010-10-03,8,7,0,0
0,An amorphous solid state of biogenic secondary organic aerosol particles,467,7317,2010-10-13,8,6,0,0
0,Laser cooling of a diatomic molecule,467,7317,2010-09-19,8,3,0,0
0,A recent disruption of the main belt asteroid P 2010 thinsp A2,467,7317,2010-10-13,7,5,0,0
0,A collision in 2009 as the origin of the debris trail of asteroid P 2010 thinsp A2,467,7317,2010-10-13,6,5,0,0
0,Gas accretion as the origin of chemical abundance gradients in distant galaxies,467,7317,2010-10-13,9,1,1,0
0,Crystal structure of the human symplekin Ssu72 CTD phosphopeptide complex,467,7316,2010-09-22,5,1,0,0
0,Direct visualization of secondary structures of F actin by electron cryomicroscopy,467,7316,2010-09-15,8,9,0,0
0,Phosphorylation of the CPC by Cdk1 promotes chromosome bi orientation,467,7316,2010-08-25,9,1,0,0
0,Asterless is a scaffold for the onset of centriole assembly,467,7316,2010-09-19,9,0,0,0
0,The role of toxin A and toxin B in Clostridium difficile infection,467,7316,2010-09-15,8,8,0,0
0,The ploidy conveyor of mature hepatocytes as a source of genetic variation,467,7316,2010-09-22,6,3,1,0
0,Global metabolic impacts of recent climate warming,467,7316,2010-10-06,9,1,0,0
0,Melting above the anhydrous solidus controls the location of volcanic arcs,467,7316,2010-10-06,9,1,1,0
0,An influence of solar spectral variations on radiative forcing of climate,467,7316,2010-10-06,9,7,5,0
0,Geometry induced electrostatic trapping of nanometric objects in a fluid,467,7316,2010-10-06,9,0,0,0
0,Single shot readout of an electron spin in silicon,467,7316,2010-09-26,8,5,0,0
0,High star formation rates as the origin of turbulence in early and modern disk galaxies,467,7316,2010-10-06,5,1,1,0
0,Two enzymes bound to one transfer RNA assume alternative conformations for consecutive reactions,467,7315,2010-09-29,9,0,0,0
0,Identification of a quality control mechanism for mRNA 5 prime  end capping,467,7315,2010-08-29,4,7,0,0
0,In vivo imaging of labelled endogenous  bgr  actin mRNA during nucleocytoplasmic             transport,467,7315,2010-09-15,8,7,0,0
0,Selectivity mechanism of the nuclear pore complex characterized by single cargo tracking,467,7315,2010-09-01,8,0,0,0
0,Clinical efficacy of a RAF inhibitor needs broad target blockade in BRAF mutant melanoma,467,7315,2010-09-07,9,3,2,0
0,Polyreactivity increases the apparent affinity of anti HIV antibodies by             heteroligation,467,7315,,9,1,0,0
0,Genome wide analysis of a long term evolution experiment with Drosophila,467,7315,2010-09-15,9,5,11,0
0,Decay of aftershock density with distance does not indicate triggering by dynamic stress,467,7315,2010-09-29,8,0,0,0
0,Vertical extension of the subglacial drainage system into basal crevasses,467,7315,2010-09-29,6,3,0,0
0,Preparation and measurement of three qubit entanglement in a superconducting circuit,467,7315,2010-09-29,5,6,0,0
0,Generation of three qubit entangled states using superconducting phase qubits,467,7315,2010-09-29,9,0,0,0
0,Damage induced phosphorylation of Sld3 is important to block late origin firing,467,7314,,4,1,0,0
0,Spin imbalance in a one dimensional Fermi gas,467,7315,2010-09-29,8,3,0,0
0,Checkpoint dependent inhibition of DNA replication initiation by Sld3 and Dbf4 phosphorylation,467,7314,2010-09-12,9,2,1,0
0,Role of a ribosome associated E3 ubiquitin ligase in protein quality control,467,7314,2010-09-12,5,1,0,0
0,Oligomeric organization of the B cell antigen receptor on resting cells,467,7314,2010-09-05,7,8,0,0
0,A trans acting locus regulates an anti viral expression network and type 1 diabetes risk,467,7314,2010-09-08,8,7,0,0
0,Early warning signals of extinction in deteriorating environments,467,7314,2010-09-08,4,3,1,0
0,Fault weakening and earthquake instability by powder lubrication,467,7314,,9,0,0,0
0,Water and its influence on the lithosphere asthenosphere boundary,467,7314,,3,3,0,0
0,An abrupt drop in Northern Hemisphere sea surface temperature around 1970,467,7314,,6,4,1,0
0,Conical intersection dynamics of the primary photoisomerization event in vision,467,7314,,9,6,0,0
0,Ptychographic X ray computed tomography at the nanoscale,467,7314,,9,0,0,0
0,Structure of human O GlcNAc transferase and its complex with a peptide substrate,469,7331,2011-01-16,8,5,0,0
0,MMSET regulates histone H4K20 methylation and 53BP1 accumulation at DNA damage sites,470,7332,2011-02-02,9,6,1,0
0,lncRNAs transactivate STAU1 mediated mRNA decay by duplexing with 3 prime  UTRs via Alu elements,470,7333,2011-02-09,8,4,2,0
0,A unique chromatin signature uncovers early developmental enhancers in humans,470,7333,2010-12-15,9,7,0,0
0,Embryonic lethal phenotype reveals a function of TDG in maintaining epigenetic stability,470,7334,2011-01-30,9,0,0,0
0,X chromosome dosage compensation via enhanced transcriptional elongation in Drosophila,471,7336,2011-03-02,7,1,0,0
0,Structural basis of RNA polymerase II backtracking  arrest and reactivation,471,7337,2011-02-23,4,0,0,0
0,Progesterone activates the principal Ca2  channel of human sperm,471,7338,2011-03-16,7,9,0,0
0,The CatSper channel mediates progesterone induced Ca2  influx in human sperm,471,7338,2011-03-16,8,5,0,0
0,TERRA and hnRNPA1 orchestrate an RPA to POT1 switch on telomeric single stranded DNA,471,7339,2011-03-13,8,1,0,0
0,A cis regulatory map of the Drosophila genome,471,7339,2011-03-23,9,2,0,0
0,FAS and NF  kgr B signalling modulate dependence of lung cancers on mutant EGFR,471,7339,2011-03-23,7,8,0,0
0,DHODH modulates transcriptional elongation in the neural crest and melanoma,471,7339,2011-03-23,5,4,0,0
0,The histone methyltransferase SETDB1 is recurrently amplified in melanoma and accelerates its onset,471,7339,2011-03-23,8,7,2,0
0,The RAG2 C terminus suppresses genomic instability and lymphomagenesis,471,7336,2011-03-02,8,2,2,0
0,Fat cells reactivate quiescent neuroblasts via TOR and glial insulin relays in Drosophila,471,7339,2011-02-23,8,1,0,0
0,In vitro production of functional sperm in cultured neonatal mouse testes,471,7339,2011-03-23,9,8,1,0
0,Fault lubrication during earthquakes,471,7339,2011-03-23,8,3,0,0
0,Collapse of long range charge order tracked by time resolved photoemission at high momenta,471,7339,2011-03-09,6,0,0,0
0,Duplications of the neuropeptide receptor gene VIPR2 confer significant risk for schizophrenia,471,7339,2011-02-23,8,3,1,0
0,Interaction based quantum metrology showing scaling beyond the Heisenberg limit,471,7339,2011-03-23,9,4,2,0
0,Functional complementation between FADD and RIP1 in embryos and lymphocytes,471,7338,2011-03-02,7,2,0,0
0,RIP3 mediates the embryonic lethality of caspase 8 deficient mice,471,7338,2011-03-02,8,1,0,0
0,Catalytic activity of the caspase 8 FLIPL complex inhibits RIPK3 dependent necrosis,471,7338,2011-03-02,8,8,0,0
0,Amygdala circuitry mediating reversible and bidirectional control of anxiety,471,7338,2011-03-09,9,5,5,0
0,The role of crustal quartz in controlling Cordilleran deformation,471,7338,2011-03-16,6,1,0,0
0,Eocene global warming events driven by ventilation of oceanic dissolved organic carbon,471,7338,2011-03-16,8,5,7,0
0,MHC class II transactivator CIITA is a recurrent gene fusion partner in lymphoid cancers,471,7338,2011-03-02,9,5,2,0
0,Transport through modes in random media,471,7338,2011-03-16,7,6,0,0
0,An hour glass magnetic spectrum in an insulating  hole doped antiferromagnet,471,7338,2011-03-16,6,0,0,0
0,Crucial role for DNA ligase III in mitochondria but not in Xrcc1 dependent repair,471,7337,2011-03-09,9,3,0,0
0,DNA ligase III is critical for mtDNA integrity but not Xrcc1 mediated nuclear DNA repair,471,7337,2011-03-09,7,3,0,0
0,CREBBP mutations in relapsed acute lymphoblastic leukaemia,471,7337,2011-03-09,8,1,0,0
0,Modelling the long QT syndrome with induced pluripotent stem cells,471,7337,2011-01-16,7,1,1,0
0,Co adjuvant effects of retinoic acid and IL 15 induce inflammatory immunity to dietary antigens,471,7337,2011-02-09,6,3,5,0
0,Human specific loss of regulatory DNA and the evolution of human specific traits,471,7337,2011-03-09,7,6,31,0
0,Using induced pluripotent stem cells to investigate cardiac phenotypes in Timothy syndrome,471,7337,2011-02-09,9,7,0,0
0,Crystal structure of the CusBA heavy metal efflux complex of Escherichia coli,470,7335,2011-02-23,9,1,0,0
0,Permanent El Nino during the Pliocene warm period not supported by coral evidence,471,7337,2011-03-09,6,1,0,0
0,Circuit cavity electromechanics in the strong coupling regime,471,7337,2011-03-09,4,4,1,0
0,Trapped ion antennae for the transmission of quantum information,471,7337,2011-02-23,9,9,0,0
0,Coupled quantized mechanical oscillators,471,7337,2011-02-23,9,7,0,0
0,Chromosome length influences replication induced topological stress,471,7338,2011-03-02,9,1,0,0
0,Sensitivity to antitubulin chemotherapeutics is regulated by MCL1 and FBW7,471,7336,2011-03-02,9,7,0,0
0,A tension induced mechanotransduction pathway promotes epithelial morphogenesis,471,7336,2011-03-02,9,1,0,0
0,SCFFBW7 regulates cellular apoptosis by targeting MCL1 for ubiquitylation and destruction,471,7336,2011-03-02,6,7,0,0
0,A rapid mechanism to remobilize and homogenize highly crystalline magma bodies,471,7337,2011-03-02,7,0,0,0
0,Phylogenomic analyses unravel annelid evolution,471,7336,2011-03-02,7,4,11,0
0,Synchronicity of Antarctic temperatures and local solar insolation on orbital timescales,471,7336,2011-03-02,8,6,0,0
0,Quantum Metropolis sampling,471,7336,2011-03-02,4,9,0,0
0,The unusual minimum of sunspot cycle 23 caused by meridional plasma flow variations,471,7336,2011-03-02,8,5,0,0
0,Co directional replication transcription conflicts lead to replication restart,470,7335,2011-02-23,7,1,0,0
0,Spin orbit coupled Bose Einstein condensates,471,7336,2011-03-02,9,6,0,0
0,Tumour infiltrating regulatory T cells stimulate mammary cancer metastasis through RANKL RANK signalling,470,7335,2011-02-16,8,5,0,0
0,Programming the magnitude and persistence of antibody responses with innate immunity,470,7335,2011-02-23,7,3,3,0
0,Prion propagation and toxicity in vivo occur in two distinct mechanistic phases,470,7335,2011-02-23,9,6,0,0
0,Synaptic potentiation onto habenula neurons in the learned helplessness model of depression,470,7335,2011-02-23,7,4,0,0
0,Consequences of climate change on the tree of life in Europe,470,7335,2011-02-16,8,7,0,0
0,An armoured Cambrian lobopodian from China with arthropod like appendages,470,7335,2011-02-23,7,8,1,0
0,Seismic tremors and magma wagging during explosive volcanism,470,7335,2011-02-23,5,0,0,0
0,Extended megadroughts in the southwestern United States during Pleistocene interglacials,470,7335,2011-02-23,7,1,0,0
0,Geometric frustration in compositionally modulated ferroelectrics,470,7335,2011-02-09,4,0,0,0
0,Submillimetre galaxies reside in dark matter haloes with masses greater than 3 thinsp  times  thinsp 1011 solar masses,470,7335,2011-02-16,7,6,0,0
0,Coronin 2A mediates actin dependent de repression of inflammatory response genes,470,7334,2011-02-16,8,4,0,0
0,CKI agr  ablation highlights a critical role for p53 in invasiveness control,470,7334,2011-02-16,9,1,0,0
0,Lifespan extension induced by AMPK and calcineurin is mediated by CRTC 1 and CREB,470,7334,2011-02-16,9,5,4,0
0,The novel gene twenty four defines a critical translational step in the Drosophila clock,470,7334,2011-02-16,8,5,3,0
0,Tbx6 dependent Sox2 regulation determines neural or mesodermal fate in axial stem cells,470,7334,2011-02-16,8,2,1,0
0,An early Ediacaran assemblage of macroscopic and morphologically differentiated eukaryotes,470,7334,2011-02-16,9,3,1,0
0,Leadership  social capital and incentives promote successful fisheries,470,7334,2011-01-05,9,7,22,0
0,Anthropogenic greenhouse gas contribution to flood risk in England and Wales in autumn 2000,470,7334,2011-02-16,4,4,16,0
0,Human contribution to more intense precipitation extremes,470,7334,2011-02-16,6,7,9,0
0,Three dimensional atomic imaging of crystalline nanoparticles,470,7334,2011-02-02,7,7,1,0
0,A terahertz metamaterial with unnaturally high refractive index,470,7334,2011-02-16,8,6,2,0
0,Broad line active galactic nuclei rotate faster than narrow line ones,470,7334,2011-02-16,6,3,0,0
0,Structures of APC CCdh1 with substrates identify Cdh1 and Apc10 as the D box co receptor,470,7333,2010-11-24,8,1,0,0
0,SMAD4 dependent barrier constrains prostate cancer growth and metastatic progression,470,7333,2011-02-02,9,8,0,0
0,9p21 DNA variants associated with coronary artery disease impair interferon  ggr  signalling response,470,7333,2011-02-09,3,1,1,0
0,Transmembrane semaphorin signalling controls laminar stratification in the mammalian retina,470,7333,2011-01-26,7,0,0,0
0,Acoelomorph flatworms are deuterostomes related to Xenoturbella,470,7333,2011-02-09,5,5,0,0
0,Holocene Southern Ocean surface temperature variability west of the Antarctic Peninsula,470,7333,2011-02-09,8,1,1,0
0,Asymmetric additions to dienes catalysed by a dithiophosphoric acid,470,7333,2011-02-09,9,0,0,0
0,Programmable nanowire circuits for nanoprocessors,470,7333,2011-02-09,8,2,1,0
0,Observation of scale invariance and universality in two dimensional Bose gases,470,7333,2011-01-26,9,1,1,0
0,A massive protocluster of galaxies at a redshift of z thinsp  ap  thinsp 5 3,470,7333,2011-01-12,9,4,0,0
0,Cell type specific replication initiation programs set fragility of the FRA3B fragile site,470,7332,2011-01-23,9,1,0,0
0,Timing of plant immune responses by a central circadian regulator,470,7332,2011-02-02,9,2,2,0
0,Oncogenically active MYD88 mutations in human lymphoma,470,7332,2010-12-22,5,8,1,0
0,Directed differentiation of human pluripotent stem cells into intestinal tissue in vitro,470,7332,2010-12-12,8,7,1,0
0,Reversing pathological neural activity using targeted plasticity,470,7332,2011-01-12,9,8,9,0
0,Identification of adult nephron progenitors capable of kidney regeneration in zebrafish,470,7332,2011-01-26,9,4,0,0
0,A thymus candidate in lampreys,470,7332,2011-02-02,9,5,1,0
0,Alternative stable states explain unpredictable biological control of Salvinia molesta in Kakadu,470,7332,2011-02-02,8,5,0,0
0,Late Holocene methane rise caused by orbitally controlled increase in tropical sources,470,7332,2011-02-02,6,0,0,0
0,Single mimivirus particles intercepted and imaged with an X ray laser,470,7332,2011-02-02,9,6,4,0
0,Femtosecond X ray protein nanocrystallography,470,7332,2011-02-02,8,1,6,0
0,Entanglement in a solid state spin ensemble,470,7332,2011-01-19,8,7,1,0
0,An actively accreting massive black hole in the dwarf starburst galaxy Henize thinsp 2 10,470,7332,2011-01-09,8,5,1,0
0,Structural basis for site specific ribose methylation by box C D RNA protein complexes,469,7331,2011-01-26,4,6,0,0
0,Circadian rhythms persist without transcription in a eukaryote,469,7331,2011-01-26,7,7,1,0
0,Interferon  ggr  links ultraviolet radiation to melanomagenesis in mice,469,7331,2011-01-19,8,5,1,0
0,Bifidobacteria can protect from enteropathogenic infection through production of acetate,469,7331,2011-01-26,9,6,5,0
0,Exome sequencing identifies frequent mutation of the SWI SNF complex gene PBRM1 in renal carcinoma,469,7331,2011-01-19,6,2,1,0
0,Distinct physiological and behavioural functions for parental alleles of imprinted Grb10,469,7331,2011-01-26,9,3,2,0
0,Comparative and demographic analysis of orang utan genomes,469,7331,2011-01-26,6,9,5,0
0,Ependymal cells of chordate larvae are stem like cells that form the adult nervous system,469,7331,2011-01-02,6,2,1,0
0,Melt induced speed up of Greenland ice sheet offset by efficient subglacial drainage,469,7331,2011-01-26,7,3,4,0
0,Hard tip  soft spring lithography,469,7331,2011-01-26,8,0,0,0
0,Broadband waveguide quantum memory for entangled photons,469,7331,2011-01-12,4,3,1,0
0,Quantum storage of photonic entanglement in a crystal,469,7331,2011-01-12,9,1,0,0
0,A candidate redshift z thinsp  ap  thinsp 10 galaxy and rapid changes in that population at an age of 500 thinsp Myr,469,7331,2011-01-26,8,7,0,0
0,The structural basis of agonist induced activation in constitutively active rhodopsin,471,7340,2011-03-09,9,1,0,0
0,A long noncoding RNA maintains active chromatin to coordinate homeotic gene expression,472,7341,2011-03-20,8,5,0,0
