,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,ZNRF3 promotes Wnt receptor turnover in an R spondin sensitive manner,485,7397,2012-04-29,5,5,4,29540
0,Regulation of circadian behaviour and metabolism by synthetic REV ERB agonists,485,7396,2012-03-29,9,8,20,36081
0,The translational landscape of mTOR signalling steers cancer initiation and metastasis,485,7396,2012-02-22,8,2,21,83886
0,Multiple dynamic representations in the motor cortex during sensorimotor learning,484,7395,2012-04-25,9,7,14,34142
0,A unique regulatory phase of DNA methylation in the early mammalian embryo,484,7394,2012-03-28,8,9,17,50155
0,A novel ChREBP isoform in adipose tissue regulates systemic glucose metabolism,484,7394,2012-04-01,9,9,9,33546
0,Structural basis of ultraviolet B perception by UVR8,484,7393,2012-02-29,3,6,4,30693
0,Structure of the mitotic checkpoint complex,484,7393,2012-03-21,7,1,14,31614
0,An elementary quantum network of single atoms in optical cavities,484,7393,2012-04-11,7,9,27,26496
0,Teneurins instruct synaptic partner matching in an olfactory map,484,7393,2012-03-18,5,2,16,17854
0,The genomic basis of adaptive evolution in threespine sticklebacks,484,7392,2012-04-04,5,8,61,68677
0,Global warming preceded by increasing carbon dioxide concentrations during the last deglaciation,484,7392,2012-04-04,8,9,131,54064
0,A new hominin foot from Ethiopia shows multiple Pliocene bipedal adaptations,483,7391,2012-03-28,7,8,44,18809
0,Ice sheet collapse and sea level rise at the Bolling warming 14 600 thinsp years ago,483,7391,2012-03-28,9,6,24,17709
0,Suppression of the antiviral response by an influenza histone mimic,483,7390,2012-03-14,9,8,32,41269
0,Quantum plasmon resonances of individual metallic nanoparticles,483,7390,2012-03-21,8,7,7,49740
0,Biophysical mechanism of T cell receptor triggering in a reconstituted system,487,7405,2012-06-27,8,6,9,29112
0,Embryonic stem cell potency fluctuates with endogenous retrovirus activity,487,7405,2012-06-13,9,5,21,43490
0,Watching DNA polymerase  eegr  make a phosphodiester bond,487,7406,2012-07-11,9,9,12,24484
0,Comprehensive molecular characterization of human colon and rectal cancer,487,7407,2012-07-18,2,6,162,225303
0,Myocardial infarction accelerates atherosclerosis,487,7407,2012-06-27,9,9,29,31484
0,Oligodendroglia metabolically support axons and contribute to neurodegeneration,487,7408,2012-07-11,9,4,24,36639
0,Subgroup specific structural variation across 1 000 medulloblastoma genomes,488,7409,2012-07-25,8,2,23,19323
0,Gut microbiota composition correlates with diet and health in the elderly,488,7410,2012-07-13,7,8,227,76524
0,Division and subtraction by distinct cortical inhibitory networks in vivo,488,7411,2012-08-08,8,3,23,28269
0,Passenger deletions generate therapeutic vulnerabilities in cancer,488,7411,2012-08-15,9,5,21,29871
0,Rate of de novo mutations and the importance of father  s age to disease risk,488,7412,2012-08-22,6,8,607,74166
0,Antibiotics in early life alter the murine colonic microbiome and adiposity,488,7413,2012-08-22,7,7,141,44210
0,Structure of a RING E3 ligase and ubiquitin loaded E2 primed for catalysis,489,7414,2012-07-29,7,8,8,25790
0,RPN 6 determines C  elegans longevity under proteotoxic stress conditions,489,7415,2012-08-26,9,1,14,19527
0,Structural plasticity and dynamic selectivity of acid sensing ion channel spider toxin complexes,489,7416,2012-07-29,6,5,7,16375
0,Cross neutralization of influenza A viruses mediated by a single antibody loop,489,7417,2012-09-16,9,3,4,18340
0,Comprehensive molecular portraits of human breast tumours,490,7418,2012-09-23,2,4,231,345838
0,A metagenome wide association study of gut microbiota in type 2 diabetes,490,7418,2012-09-26,9,6,131,69067
0,The oyster genome reveals stress adaptation and complexity of shell formation,490,7418,2012-09-19,9,7,114,72776
0,Neural population dynamics during reaching,487,7405,2012-06-03,5,7,19,34856
0,Comprehensive genomic characterization of squamous cell lung cancers,489,7417,2012-09-09,8,3,91,131394
0,Genomic analysis of a key innovation in an experimental Escherichia coli population,489,7417,2012-09-19,8,9,101,36981
0,An anatomically comprehensive atlas of the adult human brain transcriptome,489,7416,2012-09-19,8,8,82,53973
0,Autistic like behaviour in Scn1a    mice and rescue by enhanced GABA mediated neurotransmission,489,7416,2012-08-22,7,9,75,30135
0,Distinct contribution of stem and progenitor cells to epidermal maintenance,489,7415,2012-09-02,8,9,13,30273
0,Bose glass and Mott glass of quasiparticles in a doped quantum magnet,489,7416,2012-09-19,8,3,2,7629
0,Landscape of transcription in human cells,489,7414,2012-09-05,8,8,32,137060
0,Architecture of the human regulatory network derived from ENCODE data,489,7414,2012-09-05,8,7,20,94534
0,An expansive human regulatory lexicon encoded in transcription factor footprints,489,7414,2012-09-05,3,7,9,105334
0,The accessible chromatin landscape of the human genome,489,7414,2012-09-05,8,2,28,141124
0,An integrated encyclopedia of DNA elements in the human genome,489,7414,2012-09-05,3,7,262,429385
0,An index to assess the health and benefits of the global ocean,488,7413,2012-08-15,7,4,127,29090
0,A Cenozoic record of the equatorial Pacific carbonate compensation depth,488,7413,2012-08-29,9,5,11,10072
0,X ray and optical wave mixing,488,7413,2012-08-29,9,5,7,11329
0,Deconstruction of a neural circuit for hunger,488,7410,2012-07-11,7,5,37,37997
0,Parity time synthetic photonic lattices,488,7410,2012-08-08,9,2,3,13179
0,Novel mutations target distinct subgroups of medulloblastoma,488,7409,2012-06-20,9,7,28,32154
0,Non invasive prenatal measurement of the fetal genome,487,7407,2012-07-04,6,3,287,36858
0,Deep carbon export from a Southern Ocean iron fertilized diatom bloom,487,7407,2012-07-18,9,9,68,20945
0,Accurate whole genome sequencing and haplotyping from 10 to 20 human cells,487,7406,2012-07-11,9,7,183,60284
0,Anhedonia requires MC4R mediated synaptic adaptations in nucleus accumbens,487,7406,2012-07-11,9,9,31,19535
0,Crystal structure of a bacterial homologue of glucose transporters GLUT1 4,490,7420,2012-10-17,5,8,11,34974
0,Structure of AMP PNP bound vitamin B12 transporter BtuCD F,490,7420,2012-09-23,7,3,3,13265
0,The aged niche disrupts muscle stem cell quiescence,490,7420,2012-09-26,9,6,49,34790
0,Structure of the agonist bound neurotensin receptor,490,7421,2012-10-10,8,3,10,25866
0,Spontaneous network formation among cooperative RNA replicators,491,7422,2012-10-17,9,1,51,18611
0,Principles for designing ideal protein structures,491,7423,2012-11-07,9,8,55,46014
0,The Mu transpososome structure sheds light on DDE recombinase evolution,491,7424,2012-11-07,4,6,8,8230
0,DAXX envelops a histone H3 3 H4 dimer for H3 3 specific recognition,491,7425,2012-10-17,9,1,1,16266
0,Visualizing transient low populated structures of RNA,491,7426,2012-10-07,8,5,9,16028
0,The entorhinal grid map is discretized,492,7427,2012-12-05,9,4,40,26907
0,Structure of the TatC core of the twin arginine protein transport system,492,7428,2012-12-02,8,3,17,15592
0,Bypass of a protein barrier by a replicative DNA helicase,492,7428,2012-11-28,8,2,1,15686
0,The NAD dependent deacetylase SIRT2 is required for programmed necrosis,492,7428,2012-11-28,8,9,11,40286
0,Non synaptic inhibition between grouped neurons in an olfactory circuit,492,7427,2012-11-21,7,5,21,20308
0,High resolution crystal structure of human protease activated receptor 1,492,7429,2012-12-09,9,8,14,28782
0,Automated design of ligands to polypharmacological profiles,492,7428,2012-12-12,5,6,24,27510
0,FMRP targets distinct mRNA sequence elements to regulate protein expression,492,7429,2012-12-12,8,6,14,31344
0,Functional screening identifies miRNAs inducing cardiac regeneration,492,7429,2012-12-05,7,9,65,61003
0,Seventy five genetic loci influencing the human red blood cell,492,7429,2012-12-05,8,3,47,18181
0,Algal genomes reveal evolutionary mosaicism and the fate of nucleomorphs,492,7427,2012-11-28,9,8,54,30725
0,MR1 presents microbial vitamin B metabolites to MAIT cells,491,7426,2012-10-10,9,5,13,21923
0,A physical  genetic and functional sequence assembly of the barley genome,491,7426,2012-10-17,8,6,137,102802
0,Analysis of the bread wheat genome using whole genome shotgun sequencing,491,7426,2012-11-28,8,7,101,84266
0,Novel Foxo1 dependent transcriptional programs control Treg cell function,491,7425,2012-11-07,8,5,5,32450
0,Hippocampal cortical interaction during periods of subcortical silence,491,7425,2012-11-21,9,5,46,24677
0,Zero valent sulphur is a key intermediate in marine methane oxidation,491,7425,2012-11-07,7,7,7,16611
0,The global pattern of trace element distributions in ocean floor basalts,491,7426,2012-11-28,4,1,1,7311
0,Broad and potent neutralization of HIV 1 by a gp41 specific human antibody,491,7424,2012-09-18,8,2,16,26627
0,Pancreatic cancer genomes reveal aberrations in axon guidance pathway genes,491,7424,2012-10-24,8,5,132,41910
0,Analyses of pig genomes provide insight into porcine demography and evolution,491,7424,2012-11-14,9,3,146,83129
0,Filamentous bacteria transport electrons over centimetre distances,491,7423,2012-10-24,9,5,82,35509
0,Input specific control of reward and aversion in the ventral tegmental area,491,7423,2012-10-14,6,4,39,48523
0,An Earth mass planet orbiting  agr  Centauri B,491,7423,2012-10-17,9,7,110,22685
0,Generation of functional thyroid from embryonic stem cells,491,7422,2012-10-10,8,5,35,21454
0,An integrated map of genetic variation from 1 092 human genomes,491,7422,2012-10-31,7,9,548,198027
0,Colloids with valence and specific directional bonding,491,7422,2012-10-31,9,8,8,30106
0,Compensatory dendritic cell development mediated by BATF IRF interactions,490,7421,2012-09-19,9,2,3,17554
0,A map of rice genome variation reveals the origin of cultivated rice,490,7421,2012-10-03,8,8,119,77035
0,A neural circuit for spatial summation in visual cortex,490,7419,2012-10-10,9,3,9,19393
0,Retinal waves coordinate patterned activity throughout the developing visual system,490,7419,2012-10-10,6,8,20,14766
0,Small heat shock proteins protect from heat stroke associated neurodegeneration,490,7419,2012-09-12,7,2,5,18025
0,The hexadehydro Diels Alder reaction,490,7419,2012-10-10,9,7,26,36107
0,Structure of a presenilin family intramembrane aspartate protease,493,7430,2012-12-19,9,8,20,43058
0,Crystallographic snapshot of cellulose synthesis and membrane translocation,493,7431,2012-12-09,9,5,30,25839
0,Autism related deficits via dysregulated eIF4E dependent translational control,493,7432,2012-11-21,9,6,41,37110
0,LTP requires a reserve pool of glutamate receptors independent of subunit type,493,7433,2012-12-12,8,4,60,27006
0,Crystal structure of Prp8 reveals active site cavity of the spliceosome,493,7434,2013-01-23,9,4,6,18221
0,Structural basis for viral 5 prime  PPP RNA recognition by human IFIT proteins,494,7435,2013-01-13,9,9,11,19032
0,Identification of a candidate therapeutic autophagy inducing peptide,494,7436,2013-01-30,6,8,82,53738
0,FOXO3A directs a protective autophagy program in haematopoietic stem cells,494,7437,2013-02-06,9,1,15,38769
0,Thin crust as evidence for depleted mantle supporting the Marion Rise,494,7436,2013-02-06,8,7,25,12404
0,Crystal structure of the entire respiratory complex I,494,7438,2013-02-17,8,4,38,41360
0,Nuclear genome transfer in human oocytes eliminates mitochondrial DNA variants,493,7434,2012-12-19,5,9,23,20315
0,The   obligate diploid   Candida albicans forms mating competent haploids,494,7435,2013-01-30,7,8,28,14789
0,Towards germline gene therapy of inherited mitochondrial diseases,493,7434,2012-10-24,9,8,94,33318
0,Hastatic order in the heavy fermion compound URu2Si2,493,7434,2013-01-30,8,6,15,10198
0,Eemian interglacial reconstructed from a Greenland folded ice core,493,7433,2013-01-23,9,8,78,22855
0,Crystal structure of an RNA bound 11 subunit eukaryotic exosome complex,495,7439,2013-02-03,8,2,14,21916
0,Intestinal label retaining cells are secretory precursors expressing Lgr5,495,7439,2013-02-27,7,7,10,36538
0,Elemental gesture dynamics are encoded by song premotor cortical neurons,495,7439,2013-02-27,6,5,24,13823
0,Towards an exact description of electronic wavefunctions in real solids,493,7432,2012-12-19,4,4,16,27962
0,Craniofacial development of hagfishes and the evolution of vertebrates,493,7431,2012-12-19,7,3,42,20458
0,CCR5 is a receptor for Staphylococcus aureus leukotoxin ED,493,7430,2012-12-12,9,4,21,23629
0,Genomic variation landscape of the human gut microbiome,493,7430,2012-12-05,6,8,202,42654
0,Non Fermi liquid d wave metal phase of strongly interacting electrons,493,7430,2012-12-19,4,8,0,11509
0,Membrane potential dynamics of grid cells,495,7440,2013-02-10,7,9,37,24610
0,ATPase dependent quality control of DNA replication origin licensing,495,7441,2013-03-10,5,4,5,16296
0,Structural visualization of key steps in human transcription initiation,495,7442,2013-02-27,9,9,25,26826
0,SCFFBXL3 ubiquitin ligase targets cryptochromes at their cofactor pocket,496,7443,2013-03-17,8,9,14,14974
0,The architecture of Tetrahymena telomerase holoenzyme,496,7444,2013-04-03,8,5,37,21332
0,The structure of the KtrAB potassium transporter,496,7445,2013-04-17,3,2,20,10960
0,Accurate assessment of mass  models and resolution by small angle scattering,496,7446,2013-04-24,7,9,2,13999
0,Structures of the human and Drosophila 80S ribosome,497,7447,2013-05-01,9,3,19,25468
0,mTOR kinase structure  mechanism and regulation,497,7448,2013-05-01,9,7,43,52978
0,Structure of the human smoothened receptor bound to an antitumour agent,497,7449,2013-05-01,6,4,18,31850
0,Pif1 family helicases suppress genome instability at G quadruplex motifs,497,7450,2013-05-08,6,3,6,17621
0,Structural and molecular interrogation of intact biological systems,497,7449,2013-04-10,6,8,354,306695
0,Mitonuclear protein imbalance as a conserved longevity mechanism,497,7450,2013-05-22,9,8,57,38419
0,Inferring ancient divergences requires genes with strong phylogenetic signals,497,7449,2013-05-08,7,9,46,19039
0,Hypothalamic programming of systemic ageing involving IKK  bgr   NF  kgr B and GnRH,497,7448,2013-05-01,4,9,160,63544
0,Hierarchy of orofacial rhythms revealed through whisking and breathing,497,7448,2013-04-28,9,3,19,12971
0,Studies of pear shaped nuclei using accelerated radioactive beams,497,7448,2013-05-08,9,9,23,14739
0,Hippocampal place cell sequences depict future paths to remembered goals,497,7447,2013-04-17,9,8,268,28067
0,Integrated genomic characterization of endometrial carcinoma,497,7447,2013-05-01,7,9,112,97067
0,Co evolution of a broadly neutralizing HIV 1 antibody and founder virus,496,7446,2013-04-03,9,4,79,45742
0,Dynamic regulatory network controlling TH17 cell differentiation,496,7446,2013-03-06,8,5,19,54198
0,Gating of the TrkH ion channel by its associated RCK protein TrkA,496,7445,2013-04-17,6,7,9,10610
0,The African coelacanth genome provides insights into tetrapod evolution,496,7445,2013-04-17,9,7,363,118486
0,Glucose TOR signalling reprograms the transcriptome and activates meristems,496,7444,2013-03-31,5,9,12,32723
0,The genomes of four tapeworm species reveal adaptations to parasitism,496,7443,2013-03-13,9,3,74,46027
0,Intra oceanic subduction shaped the assembly of Cordilleran North America,496,7443,2013-04-03,6,7,7,10764
0,Patterns and mechanisms of early Pliocene warmth,496,7443,2013-04-03,9,9,93,12126
0,CLP1 links tRNA metabolism to progressive motor neuron loss,495,7442,2013-03-10,9,9,15,21547
0,Mutations in prion like domains in hnRNPA2B1 and hnRNPA1 cause multisystem proteinopathy and ALS,495,7442,2013-03-03,9,4,27,35957
0,X ray analysis on the nanogram to microgram scale using porous complexes,495,7442,2013-03-27,8,7,92,83256
0,Classical command of quantum systems,496,7446,2013-04-24,9,6,19,9620
0,Circular RNAs are a large class of animal RNAs with regulatory potency,495,7441,2013-02-27,9,4,163,121986
0,Functional organization of human sensorimotor cortex for speech articulation,495,7441,2013-02-20,9,4,120,26327
0,Patterns of population epigenomic diversity,495,7440,2013-03-06,8,7,93,57266
0,Magnetic resonance fingerprinting,495,7440,2013-03-13,9,6,22,39104
0,The importance of mixed selectivity in complex cognitive tasks,497,7451,2013-05-19,9,6,57,34971
0,KAT5 tyrosine phosphorylation couples chromatin sensing to ATM signalling,498,7452,2013-05-26,7,6,5,21742
0,X ray structure of the mammalian GIRK2  bgr  ggr  G protein complex,498,7453,2013-06-05,8,3,12,25060
0,Structural mechanism of cytosolic DNA sensing by cGAS,498,7454,2013-05-30,9,5,7,19973
0,RAS MAPK MSK1 pathway modulates ataxin 1 protein levels and toxicity in SCA1,498,7454,2013-05-29,8,5,9,19378
0,53BP1 is a reader of the DNA damage induced H2A Lys 15 ubiquitin mark,499,7456,2013-06-12,6,3,18,29093
0,The Mycobacterium tuberculosis regulatory network and hypoxia,499,7457,2013-07-03,6,8,29,35105
0,LRG1 promotes angiogenesis by modulating endothelial TGF  bgr  signalling,499,7458,2013-07-17,5,5,14,24756
0,Structure of the human glucagon class B G protein coupled receptor,499,7459,2013-07-17,6,8,29,33675
0,Integrative genomics identifies APOE  4 effectors in Alzheimer s disease,500,7460,2013-07-24,9,9,80,39049
0,A visual motion detection circuit suggested by Drosophila connectomics,500,7461,2013-08-07,8,8,30,22211
0,The initiation of mammalian protein synthesis and mRNA scanning mechanism,500,7462,2013-07-21,5,1,1,15336
0,GLUTAMATE RECEPTOR LIKE genes mediate leaf to leaf wound signalling,500,7463,2013-08-21,8,4,72,27476
0,Richness of human gut microbiome correlates with metabolic markers,500,7464,2013-08-28,7,8,290,76193
0,Key tissue targets responsible for anthrax toxin induced lethality,501,7465,2013-08-28,9,6,10,9550
0,Temporal patterning of Drosophila medulla neuroblasts controls neural fates,498,7455,2013-06-19,8,6,8,15766
0,RNAi screens in mice identify physiological regulators of oncogenic growth,501,7466,2013-08-14,8,4,26,43227
0,Social reward requires coordinated activity of nucleus accumbens oxytocin and serotonin,501,7466,2013-09-11,8,3,161,33533
0,Topoisomerases facilitate transcription of long genes linked to autism,501,7465,2013-08-28,8,5,111,29643
0,Bacteria activate sensory neurons that modulate pain and inflammation,501,7465,2013-08-21,9,4,149,35479
0,Coordination of bacterial proteome with metabolism by cyclic AMP signalling,500,7462,2013-08-07,9,6,12,20937
0,Signatures of mutational processes in human cancer,500,7463,2013-08-14,9,5,302,270353
0,Translating dosage compensation to trisomy 21,500,7462,2013-07-17,8,8,352,73615
0,Connectomic reconstruction of the inner plexiform layer in the mouse retina,500,7461,2013-08-07,9,1,48,31052
0,A Jurassic mammaliaform and the earliest mammalian evolutionary adaptations,500,7461,2013-08-07,5,6,24,12844
0,Myc driven endogenous cell competition in the early mammalian embryo,500,7460,2013-07-10,8,5,25,28995
0,Structure of class B GPCR corticotropin releasing factor receptor 1,499,7459,2013-07-17,7,8,38,29002
0,Insights into the phylogeny and coding potential of microbial dark matter,499,7459,2013-07-14,6,9,274,98976
0,Heavy solitons in a fermionic superfluid,499,7459,2013-07-17,6,3,5,9225
0,Myomaker is a membrane activator of myoblast fusion and muscle formation,499,7458,2013-07-17,6,4,23,25257
0,Ultrasensitive fluorescent proteins for imaging neuronal activity,499,7458,2013-07-17,9,9,83,97040
0,A compendium of RNA binding motifs for decoding gene regulation,499,7457,2013-07-10,9,9,44,55229
0,Temporal regulation of EGF signalling networks by the scaffold protein Shc1,499,7457,2013-07-10,9,9,11,30696
0,Comprehensive molecular characterization of clear cell renal cell carcinoma,499,7456,2013-06-23,6,9,88,89215
0,Combinatorial temporal patterning in progenitors expands neural diversity,498,7455,2013-06-19,7,7,11,15332
0,The linear ubiquitin specific deubiquitinase gumby regulates angiogenesis,498,7454,2013-05-24,6,6,25,18403
0,Anisotropic leaky mode modulator for holographic video displays,498,7454,2013-06-19,8,9,23,12499
0,Locomotion dynamics of hunting in wild cheetahs,498,7453,2013-06-12,9,5,75,26096
0,Rats maintain an overhead binocular field at the expense of constant fusion,498,7452,2013-05-26,7,7,105,17209
0,The oldest known primate skeleton and early haplorhine evolution,498,7452,2013-06-05,6,6,89,22352
0,Structural insight into the biogenesis of  bgr  barrel membrane proteins,501,7467,2013-09-01,6,4,9,19960
0,The ubiquitin ligase parkin mediates resistance to intracellular pathogens,501,7468,2013-09-04,7,9,20,31468
0,Deterministic direct reprogramming of somatic cells to pluripotency,502,7469,2013-09-18,5,2,144,109336
0,Crystal structure of a Na  bound Na  K  ATPase preceding the E1P state,502,7470,2013-10-02,9,5,27,12882
0,Reprogramming in vivo produces teratomas and iPS cells with totipotency features,502,7471,2013-09-11,9,7,137,85442
0,RNA polymerase I structure and transcription regulation,502,7473,2013-10-23,6,6,40,17253
0,The structure of the box C D enzyme reveals regulation of RNA methylation,502,7472,2013-10-13,6,5,9,14521
0,RNA catalyses nuclear pre mRNA splicing,503,7475,2013-11-06,5,6,31,20498
0,DNMT1 interacting RNAs block gene specific DNA methylation,503,7476,2013-10-09,7,2,85,40055
0,Nanog  Pou5f1 and SoxB1 activate zygotic gene expression during the maternal to zygotic transition,503,7476,2013-09-22,8,4,17,32153
0,Activated ClpP kills persisters and eradicates a chronic biofilm infection,503,7476,2013-11-13,7,3,104,26046
0,A small molecule AdipoR agonist for type 2 diabetes and short life in obesity,503,7477,2013-10-30,8,7,52,62437
0,Effect of natural genetic variation on enhancer selection and function,503,7477,2013-10-13,9,7,34,29819
0,Memory and modularity in cell fate decision making,503,7477,2013-11-20,8,4,38,17618
0,Global carbon dioxide emissions from inland waters,503,7476,2013-11-20,8,8,41,13542
0,X ray structure of dopamine transporter elucidates antidepressant mechanism,503,7474,2013-09-15,9,4,59,24543
0,TRPV1 structures in distinct conformations reveal activation mechanisms,504,7478,2013-12-04,5,9,28,56183
0,Structure of the TRPV1 ion channel determined by electron cryo microscopy,504,7478,2013-12-04,9,9,47,119799
0,Activation and allosteric modulation of a muscarinic acetylcholine receptor,504,7478,2013-11-20,9,2,36,26388
0,Therapeutic efficacy of potent neutralizing HIV 1 specific monoclonal antibodies in SHIV infected rhesus monkeys,503,7475,2013-10-30,4,8,41,16568
0,Dedifferentiation of committed epithelial cells into stem cells in vivo,503,7475,2013-11-06,5,3,34,84048
0,Context dependent computation by recurrent dynamics in prefrontal cortex,503,7474,2013-11-06,8,4,48,20973
0,SHANK3 overexpression causes manic like behaviour with unique pharmacogenetic properties,503,7474,2013-10-23,9,9,44,25378
0,Large contribution of natural aerosols to uncertainty in indirect forcing,503,7474,2013-11-06,8,9,28,11559
0,Crystal structure of the 14 subunit RNA polymerase I,502,7473,2013-10-23,6,5,77,18103
0,Arteriolar niches maintain haematopoietic stem cell quiescence,502,7473,2013-10-09,6,3,43,40651
0,Odour receptors and neurons for DEET and new insect repellents,502,7472,2013-10-02,7,8,95,17567
0,Mutational landscape and significance across 12 major cancer types,502,7471,2013-10-16,9,2,120,194621
0,A regenerative approach to the treatment of multiple sclerosis,502,7471,2013-10-09,9,3,111,39609
0,Olivine crystals align during diffusion creep of Earth  s upper mantle,502,7471,2013-10-16,8,8,10,4561
0,Functional interaction between autophagy and ciliogenesis,502,7470,2013-10-02,9,2,2,62897
0,A Silurian placoderm with osteichthyan like marginal jaw bones,502,7470,2013-09-25,9,9,93,17769
0,The projected timing of climate departure from recent variability,502,7470,2013-10-09,4,9,319,72530
0,Spatial organization within a niche as a determinant of stem cell fate,502,7472,2013-10-06,9,4,22,27258
0,The Norway spruce genome sequence and conifer genome evolution,497,7451,2013-05-22,8,8,149,58256
0,Single cell Hi C reveals cell to cell variability in chromosome structure,502,7469,2013-09-25,8,9,76,61790
0,Genomic organization of human transcription initiation complexes,502,7469,2013-09-18,7,2,50,41427
0,Supervolcanoes within an ancient volcanic province in Arabia Terra  Mars,502,7469,2013-10-02,7,7,56,7399
0,Transcriptome and genome sequencing uncovers functional variation in humans,501,7468,2013-09-15,9,7,177,62752
0,Heat pipe Earth,501,7468,2013-09-25,8,6,18,8150
0,Usp16 contributes to somatic stem cell defects in Down  s syndrome,501,7467,2013-09-11,5,5,14,15932
0,Cerebral organoids model human brain development and microcephaly,501,7467,2013-08-28,9,9,691,142613
0,Structural mechanism of ligand activation in human GABAB receptor,504,7479,2013-12-04,8,1,7,12435
0,Targeting Plasmodium PI 4 K to eliminate malaria,504,7479,2013-11-27,9,9,55,26738
0,D14 SCFD3 dependent degradation of D53 regulates strigolactone signalling,504,7480,2013-12-11,3,1,11,52118
0,Structural basis for Ca2  selectivity of a voltage gated calcium channel,505,7481,2013-11-24,9,9,14,22064
0,UvrD facilitates DNA repair by pulling RNA polymerase backwards,505,7483,2014-01-08,6,8,14,21336
0,Patterning and growth control by membrane tethered Wingless,505,7482,2013-12-25,8,3,57,20241
0,Architecture of the large subunit of the mammalian mitochondrial ribosome,505,7484,2013-12-22,8,5,57,23568
0,ANP32E is a histone chaperone that removes H2A Z from chromatin,505,7485,2014-01-22,7,7,3,17379
0,An environmental bacterial taxon with a large and distinct metabolic repertoire,506,7486,2014-01-29,4,4,51,39072
0,Molecular control of  dgr  opioid receptor signalling,506,7487,2014-01-12,7,6,51,21850
0,A polygenic burden of rare disruptive mutations in schizophrenia,506,7487,2014-01-22,9,6,165,31349
0,De novo mutations in schizophrenia implicate synaptic networks,506,7487,2014-01-22,7,4,172,39298
0,In vivo discovery of immunotherapy targets in the tumour microenvironment,506,7486,2014-01-29,8,5,65,52192
0,Fifty thousand years of Arctic vegetation and megafaunal diet,506,7486,2014-02-05,9,8,138,16637
0,Protein guided RNA dynamics during early ribosome assembly,506,7488,2014-02-12,6,8,12,16155
0,Identification of pre leukaemic haematopoietic stem cells in acute leukaemia,506,7488,2014-02-12,9,8,45,41489
0,A Crohn  s disease variant in Atg16l1 enhances its degradation by caspase 3,506,7489,2014-02-19,9,8,112,35219
0,C11orf95 RELA fusions drive oncogenic NF  kgr B signalling in ependymoma,506,7489,2014-02-19,9,7,44,20846
0,Epigenomic alterations define lethal CIMP positive ependymomas of infancy,506,7489,2014-02-19,8,7,38,14596
0,In situ identification of bipotent stem cells in the mammary gland,506,7488,2014-01-26,5,3,11,37169
0,Geriatric muscle stem cells switch reversible quiescence into senescence,506,7488,2014-02-12,7,7,95,36354
0,Stimulus triggered fate conversion of somatic cells into pluripotency,505,7485,2014-01-29,9,6,3033,1635119
0,The evolution of lncRNA repertoires and expression patterns in tetrapods,505,7485,2014-01-19,7,6,41,35878
0,Cell death by pyroptosis drives CD4 T cell depletion in HIV 1 infection,505,7484,2013-12-19,6,9,67,58137
0,Immunological and virological mechanisms of vaccine mediated protection against SIV and HIV,505,7484,2013-12-18,6,6,11,16071
0,Discovery and saturation analysis of cancer genes across 21 tumour types,505,7484,2014-01-05,8,6,180,79791
0,Biochemical reconstitution of topological DNA binding by the cohesin ring,505,7483,2013-12-01,9,3,18,15667
0,Elephant shark genome provides unique insights into gnathostome evolution,505,7482,2014-01-08,8,9,215,69664
0,Diversity of ageing across the tree of life,505,7482,2013-12-08,7,9,151,29724
0,A molecular marker of artemisinin resistant Plasmodium falciparum malaria,505,7481,2013-12-18,7,4,17,25351
0,CNVs conferring risk of autism or schizophrenia affect cognition in controls,505,7483,2013-12-18,6,4,109,23344
0,The complete genome sequence of a Neanderthal from the Altai Mountains,505,7481,2013-12-18,7,7,486,50306
0,Spread in model climate sensitivity traced to atmospheric convective mixing,505,7481,2014-01-01,5,5,303,21762
0,DWARF 53 acts as a repressor of strigolactone signalling in rice,504,7480,2013-12-11,9,9,7,42358
0,Astrocytes mediate synapse elimination through MEGF10 and MERTK pathways,504,7480,2013-11-24,6,9,59,49591
0,Ultrafast endocytosis at mouse hippocampal synapses,504,7479,2013-12-04,2,3,48,24195
0,Proof of principle for epitope focused vaccine design,507,7491,2014-02-05,4,7,66,38357
0,Crystal structure of the plant dual affinity nitrate transporter NRT1 1,507,7490,2014-02-26,9,4,15,18166
0,Unexpected link between an antibiotic  pannexin channels and apoptosis,507,7492,2014-03-12,9,3,34,25665
0,A promoter level mammalian expression atlas,507,7493,2014-03-26,9,5,176,57338
0,Poly A  tail profiling reveals an embryonic switch in translational control,508,7494,2014-01-29,9,9,28,33536
0,Structure of the LH1 RC complex from Thermochromatium tepidum at 3 0 thinsp A,508,7495,2014-03-26,9,7,29,11184
0,Skilled reaching relies on a V2a propriospinal internal copy circuit,508,7496,2014-02-02,8,4,20,12667
0,Brainstem nucleus MdV mediates skilled forelimb motor tasks,508,7496,2014-02-02,5,5,5,16867
0,Mammalian Y chromosomes retain widely expressed dosage sensitive regulators,508,7497,2014-04-23,9,6,46,20849
0,Developmental pathway for potent V1V2 directed HIV neutralizing antibodies,509,7498,2014-03-02,8,1,54,28132
0,Synapse elimination and learning rules co regulated by MHC class I H2 Db,509,7499,2014-03-30,9,5,23,11803
0,c kit  cells minimally contribute cardiomyocytes to the heart,509,7500,2014-05-07,9,6,22,21219
0,Cell competition is a tumour suppressor mechanism in the thymus,509,7501,2014-05-14,8,8,109,26981
